date,category,name,change,percentage
2021-01-01,Video Card Description,NVIDIA GeForce GT 710,0.0006,0.0034
2021-01-01,Video Card Description,NVIDIA GeForce GT 720M,0.0005,0.0037
2021-01-01,Video Card Description,NVIDIA GeForce GT 730,0.0003,0.0048
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1050,0.0039,0.0429
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1050 Ti,0.0054,0.0679
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1060,-0.0161,0.0938
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1070,0.0,0.0338
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1070 Ti,-0.0017,0.0093
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1080,-0.0022,0.0201
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1080 Ti,0.0003,0.0129
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1650,0.0073,0.0475
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1650 SUPER,0.0017,0.0088
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1650 Ti,0.0017,0.0072
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1660,-0.0059,0.0174
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1660 SUPER,0.0006,0.0218
2021-01-01,Video Card Description,NVIDIA GeForce GTX 1660 Ti,0.0016,0.0302
2021-01-01,Video Card Description,NVIDIA GeForce GTX 550 Ti,0.0001,0.0016
2021-01-01,Video Card Description,NVIDIA GeForce GTX 650,0.0003,0.0029
2021-01-01,Video Card Description,NVIDIA GeForce GTX 660,0.0002,0.0029
2021-01-01,Video Card Description,NVIDIA GeForce GTX 750,0.0001,0.003
2021-01-01,Video Card Description,NVIDIA GeForce GTX 750 Ti,0.0006,0.0105
2021-01-01,Video Card Description,NVIDIA GeForce GTX 760,0.0003,0.0031
2021-01-01,Video Card Description,NVIDIA GeForce GTX 770,0.0002,0.0018
2021-01-01,Video Card Description,NVIDIA GeForce GTX 950,-0.0001,0.0037
2021-01-01,Video Card Description,NVIDIA GeForce GTX 950M,0.0005,0.0048
2021-01-01,Video Card Description,NVIDIA GeForce GTX 960,-0.0003,0.0123
2021-01-01,Video Card Description,NVIDIA GeForce GTX 960M,0.0007,0.0079
2021-01-01,Video Card Description,NVIDIA GeForce GTX 970,0.0014,0.0161
2021-01-01,Video Card Description,NVIDIA GeForce GTX 970M,0.0001,0.0019
2021-01-01,Video Card Description,NVIDIA GeForce GTX 980,0.0002,0.0032
2021-01-01,Video Card Description,NVIDIA GeForce GTX 980 Ti,0.0002,0.003
2021-01-01,Video Card Description,NVIDIA GeForce MX110,0.0004,0.0028
2021-01-01,Video Card Description,NVIDIA GeForce MX130,0.0003,0.0026
2021-01-01,Video Card Description,NVIDIA GeForce MX150,0.0008,0.0052
2021-01-01,Video Card Description,NVIDIA GeForce MX250,0.0005,0.004
2021-01-01,Video Card Description,NVIDIA GeForce RTX 2060,-0.0111,0.0358
2021-01-01,Video Card Description,NVIDIA GeForce RTX 2060 SUPER,-0.0044,0.0143
2021-01-01,Video Card Description,NVIDIA GeForce RTX 2070,-0.0108,0.0173
2021-01-01,Video Card Description,NVIDIA GeForce RTX 2070 SUPER,-0.0053,0.0222
2021-01-01,Video Card Description,NVIDIA GeForce RTX 2070 with Max-Q Design,0.0006,0.0023
2021-01-01,Video Card Description,NVIDIA GeForce RTX 2080,-0.0027,0.0082
2021-01-01,Video Card Description,NVIDIA GeForce RTX 2080 SUPER,-0.0048,0.0079
2021-01-01,Video Card Description,NVIDIA GeForce RTX 2080 Ti,0.0,0.0077
2021-01-01,Video Card Description,NVIDIA GeForce RTX 3060 Ti,0.0025,0.0025
2021-01-01,Video Card Description,NVIDIA GeForce RTX 3080,0.0017,0.0063
2021-01-01,Video Card Description,NVIDIA GeForce RTX 3090,0.0022,0.0022
2021-01-01,Video Card Description,NVIDIA Graphics Device,-0.0067,0.0171
2021-02-01,Video Card Description,NVIDIA GeForce 840M,-0.0002,0.002
2021-02-01,Video Card Description,NVIDIA GeForce 920M,-0.0002,0.0023
2021-02-01,Video Card Description,NVIDIA GeForce 920MX,-0.0001,0.0019
2021-02-01,Video Card Description,NVIDIA GeForce 940M,-0.0004,0.0066
2021-02-01,Video Card Description,NVIDIA GeForce GT 1030,0.0001,0.006
2021-02-01,Video Card Description,NVIDIA GeForce GT 630,-0.0001,0.0017
2021-02-01,Video Card Description,NVIDIA GeForce GT 710,-0.0001,0.0033
2021-02-01,Video Card Description,NVIDIA GeForce GT 720M,-0.0003,0.0034
2021-02-01,Video Card Description,NVIDIA GeForce GT 730,-0.0001,0.0047
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1050,-0.0017,0.0412
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1050 Ti,-0.0016,0.0663
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1060,-0.0019,0.0919
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1070,-0.0007,0.0331
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1070 Ti,-0.0002,0.0091
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1080,-0.0004,0.0197
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1080 Ti,-0.0003,0.0126
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1650,0.0025,0.05
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1650 SUPER,0.0002,0.009
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1650 Ti,0.0014,0.0086
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1660,0.0007,0.0181
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1660 SUPER,0.0017,0.0235
2021-02-01,Video Card Description,NVIDIA GeForce GTX 1660 Ti,0.001,0.0312
2021-02-01,Video Card Description,NVIDIA GeForce GTX 650,-0.0002,0.0027
2021-02-01,Video Card Description,NVIDIA GeForce GTX 660,-0.0002,0.0027
2021-02-01,Video Card Description,NVIDIA GeForce GTX 750,0.0,0.003
2021-02-01,Video Card Description,NVIDIA GeForce GTX 750 Ti,-0.0001,0.0104
2021-02-01,Video Card Description,NVIDIA GeForce GTX 760,-0.0001,0.003
2021-02-01,Video Card Description,NVIDIA GeForce GTX 770,-0.0001,0.0017
2021-02-01,Video Card Description,NVIDIA GeForce GTX 950,0.0001,0.0038
2021-02-01,Video Card Description,NVIDIA GeForce GTX 950M,-0.0002,0.0046
2021-02-01,Video Card Description,NVIDIA GeForce GTX 960,0.0,0.0123
2021-02-01,Video Card Description,NVIDIA GeForce GTX 960M,-0.0003,0.0076
2021-02-01,Video Card Description,NVIDIA GeForce GTX 970,-0.0006,0.0155
2021-02-01,Video Card Description,NVIDIA GeForce GTX 970M,-0.0001,0.0018
2021-02-01,Video Card Description,NVIDIA GeForce GTX 980,0.0,0.0032
2021-02-01,Video Card Description,NVIDIA GeForce GTX 980 Ti,-0.0001,0.0029
2021-02-01,Video Card Description,NVIDIA GeForce MX110,0.0,0.0028
2021-02-01,Video Card Description,NVIDIA GeForce MX130,0.0,0.0026
2021-02-01,Video Card Description,NVIDIA GeForce MX150,-0.0002,0.005
2021-02-01,Video Card Description,NVIDIA GeForce MX250,0.0004,0.0044
2021-02-01,Video Card Description,NVIDIA GeForce MX350,0.0018,0.0018
2021-02-01,Video Card Description,NVIDIA GeForce RTX 2060,0.0021,0.0379
2021-02-01,Video Card Description,NVIDIA GeForce RTX 2060 SUPER,0.0002,0.0145
2021-02-01,Video Card Description,NVIDIA GeForce RTX 2070,0.0002,0.0175
2021-02-01,Video Card Description,NVIDIA GeForce RTX 2070 SUPER,0.0004,0.0226
2021-02-01,Video Card Description,NVIDIA GeForce RTX 2070 with Max-Q Design,0.0002,0.0025
2021-02-01,Video Card Description,NVIDIA GeForce RTX 2080,0.0001,0.0083
2021-02-01,Video Card Description,NVIDIA GeForce RTX 2080 SUPER,0.0003,0.0082
2021-02-01,Video Card Description,NVIDIA GeForce RTX 2080 Ti,0.0001,0.0078
2021-02-01,Video Card Description,NVIDIA GeForce RTX 3060 Ti,0.0008,0.0033
2021-02-01,Video Card Description,NVIDIA GeForce RTX 3080,0.0011,0.0074
2021-02-01,Video Card Description,NVIDIA GeForce RTX 3090,0.0007,0.0029
2021-02-01,Video Card Description,NVIDIA Graphics Device,0.0034,0.0205
2021-03-01,Video Card Description,NVIDIA GeForce 840M,0.0,0.002
2021-03-01,Video Card Description,NVIDIA GeForce 920M,0.0,0.0023
2021-03-01,Video Card Description,NVIDIA GeForce 920MX,0.0,0.0019
2021-03-01,Video Card Description,NVIDIA GeForce 940M,-0.0003,0.0063
2021-03-01,Video Card Description,NVIDIA GeForce GT 1030,0.0002,0.0062
2021-03-01,Video Card Description,NVIDIA GeForce GT 630,0.0,0.0017
2021-03-01,Video Card Description,NVIDIA GeForce GT 710,0.0001,0.0034
2021-03-01,Video Card Description,NVIDIA GeForce GT 720M,-0.0003,0.0031
2021-03-01,Video Card Description,NVIDIA GeForce GT 730,-0.0001,0.0046
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1050,-0.0014,0.0398
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1050 Ti,-0.0003,0.066
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1060,-0.0004,0.0915
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1070,-0.0005,0.0326
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1070 Ti,-0.0001,0.009
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1080,-0.0002,0.0195
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1080 Ti,-0.0001,0.0125
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1650,0.0015,0.0515
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1650 SUPER,0.0005,0.0095
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1650 Ti,0.0012,0.0098
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1660,0.0002,0.0183
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1660 SUPER,0.0007,0.0242
2021-03-01,Video Card Description,NVIDIA GeForce GTX 1660 Ti,-0.0005,0.0307
2021-03-01,Video Card Description,NVIDIA GeForce GTX 550 Ti,0.0015,0.0015
2021-03-01,Video Card Description,NVIDIA GeForce GTX 650,-0.0001,0.0026
2021-03-01,Video Card Description,NVIDIA GeForce GTX 660,-0.0001,0.0026
2021-03-01,Video Card Description,NVIDIA GeForce GTX 750,0.0,0.003
2021-03-01,Video Card Description,NVIDIA GeForce GTX 750 Ti,-0.0001,0.0103
2021-03-01,Video Card Description,NVIDIA GeForce GTX 760,0.0,0.003
2021-03-01,Video Card Description,NVIDIA GeForce GTX 770,0.0,0.0017
2021-03-01,Video Card Description,NVIDIA GeForce GTX 950,-0.0001,0.0037
2021-03-01,Video Card Description,NVIDIA GeForce GTX 950M,-0.0003,0.0043
2021-03-01,Video Card Description,NVIDIA GeForce GTX 960,-0.0004,0.0119
2021-03-01,Video Card Description,NVIDIA GeForce GTX 960M,-0.0005,0.0071
2021-03-01,Video Card Description,NVIDIA GeForce GTX 970,-0.0002,0.0153
2021-03-01,Video Card Description,NVIDIA GeForce GTX 970M,-0.0001,0.0017
2021-03-01,Video Card Description,NVIDIA GeForce GTX 980,0.0,0.0032
2021-03-01,Video Card Description,NVIDIA GeForce GTX 980 Ti,0.0,0.0029
2021-03-01,Video Card Description,NVIDIA GeForce MX110,0.0,0.0028
2021-03-01,Video Card Description,NVIDIA GeForce MX130,-0.0001,0.0025
2021-03-01,Video Card Description,NVIDIA GeForce MX150,-0.0001,0.0049
2021-03-01,Video Card Description,NVIDIA GeForce MX250,-0.0002,0.0042
2021-03-01,Video Card Description,NVIDIA GeForce MX350,0.0,0.0018
2021-03-01,Video Card Description,NVIDIA GeForce RTX 2060,0.001,0.0487
2021-03-01,Video Card Description,NVIDIA GeForce RTX 2060 SUPER,-0.0003,0.0142
2021-03-01,Video Card Description,NVIDIA GeForce RTX 2070,-0.0001,0.0174
2021-03-01,Video Card Description,NVIDIA GeForce RTX 2070 SUPER,-0.0002,0.0237
2021-03-01,Video Card Description,NVIDIA GeForce RTX 2070 with Max-Q Design,0.0002,0.0027
2021-03-01,Video Card Description,NVIDIA GeForce RTX 2080,-0.0001,0.0082
2021-03-01,Video Card Description,NVIDIA GeForce RTX 2080 SUPER,0.0001,0.0089
2021-03-01,Video Card Description,NVIDIA GeForce RTX 2080 Ti,-0.0002,0.0076
2021-03-01,Video Card Description,NVIDIA GeForce RTX 3060 Ti,0.0003,0.0036
2021-03-01,Video Card Description,NVIDIA GeForce RTX 3070,0.0016,0.0124
2021-03-01,Video Card Description,NVIDIA GeForce RTX 3080,0.0007,0.0081
2021-03-01,Video Card Description,NVIDIA GeForce RTX 3090,0.0003,0.0032
2021-04-01,Video Card Description,NVIDIA GeForce 840M,-0.0002,0.0018
2021-04-01,Video Card Description,NVIDIA GeForce 920M,-0.0001,0.0022
2021-04-01,Video Card Description,NVIDIA GeForce 920MX,-0.0001,0.0018
2021-04-01,Video Card Description,NVIDIA GeForce 940M,-0.0001,0.0062
2021-04-01,Video Card Description,NVIDIA GeForce GT 1030,0.0004,0.0066
2021-04-01,Video Card Description,NVIDIA GeForce GT 630,0.0,0.0017
2021-04-01,Video Card Description,NVIDIA GeForce GT 710,0.0001,0.0035
2021-04-01,Video Card Description,NVIDIA GeForce GT 720M,0.0,0.0031
2021-04-01,Video Card Description,NVIDIA GeForce GT 730,0.0001,0.0047
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1050,0.0001,0.0399
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1050 Ti,0.0002,0.0662
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1060,-0.0018,0.0897
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1070,-0.0007,0.0319
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1070 Ti,0.0,0.009
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1080,-0.0003,0.0192
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1080 Ti,-0.0001,0.0124
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1650,0.0021,0.0536
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1650 SUPER,0.0003,0.0098
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1650 Ti,0.0013,0.0111
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1660,-0.0002,0.0181
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1660 SUPER,0.0005,0.0247
2021-04-01,Video Card Description,NVIDIA GeForce GTX 1660 Ti,0.0011,0.0318
2021-04-01,Video Card Description,NVIDIA GeForce GTX 650,0.0001,0.0027
2021-04-01,Video Card Description,NVIDIA GeForce GTX 660,0.0001,0.0027
2021-04-01,Video Card Description,NVIDIA GeForce GTX 750,0.0,0.003
2021-04-01,Video Card Description,NVIDIA GeForce GTX 750 Ti,0.0002,0.0105
2021-04-01,Video Card Description,NVIDIA GeForce GTX 760,-0.0001,0.0029
2021-04-01,Video Card Description,NVIDIA GeForce GTX 770,-0.0001,0.0016
2021-04-01,Video Card Description,NVIDIA GeForce GTX 950,0.0001,0.0038
2021-04-01,Video Card Description,NVIDIA GeForce GTX 950M,0.0001,0.0044
2021-04-01,Video Card Description,NVIDIA GeForce GTX 960,0.0002,0.0121
2021-04-01,Video Card Description,NVIDIA GeForce GTX 960M,-0.0002,0.0069
2021-04-01,Video Card Description,NVIDIA GeForce GTX 970,-0.0001,0.0152
2021-04-01,Video Card Description,NVIDIA GeForce GTX 970M,0.0,0.0017
2021-04-01,Video Card Description,NVIDIA GeForce GTX 980,-0.0002,0.003
2021-04-01,Video Card Description,NVIDIA GeForce GTX 980 Ti,-0.0001,0.0028
2021-04-01,Video Card Description,NVIDIA GeForce MX110,0.0,0.0028
2021-04-01,Video Card Description,NVIDIA GeForce MX130,0.0,0.0025
2021-04-01,Video Card Description,NVIDIA GeForce MX150,-0.0002,0.0047
2021-04-01,Video Card Description,NVIDIA GeForce MX250,0.0,0.0042
2021-04-01,Video Card Description,NVIDIA GeForce MX350,0.0001,0.0019
2021-04-01,Video Card Description,NVIDIA GeForce RTX 2060,0.0006,0.0493
2021-04-01,Video Card Description,NVIDIA GeForce RTX 2060 SUPER,0.0,0.0142
2021-04-01,Video Card Description,NVIDIA GeForce RTX 2070,-0.0004,0.017
2021-04-01,Video Card Description,NVIDIA GeForce RTX 2070 SUPER,0.0,0.0237
2021-04-01,Video Card Description,NVIDIA GeForce RTX 2070 with Max-Q Design,0.0004,0.0031
2021-04-01,Video Card Description,NVIDIA GeForce RTX 2080,0.0001,0.0083
2021-04-01,Video Card Description,NVIDIA GeForce RTX 2080 SUPER,-0.0002,0.0087
2021-04-01,Video Card Description,NVIDIA GeForce RTX 2080 Ti,0.0001,0.0077
2021-04-01,Video Card Description,NVIDIA GeForce RTX 3060,0.0016,0.0016
2021-04-01,Video Card Description,NVIDIA GeForce RTX 3060 Ti,0.0002,0.0038
2021-04-01,Video Card Description,NVIDIA GeForce RTX 3070,0.0009,0.0133
2021-04-01,Video Card Description,NVIDIA GeForce RTX 3080,0.0001,0.0082
2021-04-01,Video Card Description,NVIDIA GeForce RTX 3090,0.0004,0.0036
2021-05-01,Video Card Description,NVIDIA GeForce 840M,0.0001,0.0019
2021-05-01,Video Card Description,NVIDIA GeForce 920M,-0.0001,0.0021
2021-05-01,Video Card Description,NVIDIA GeForce 920MX,0.0,0.0018
2021-05-01,Video Card Description,NVIDIA GeForce 940M,-0.0002,0.006
2021-05-01,Video Card Description,NVIDIA GeForce GT 1030,0.0002,0.0068
2021-05-01,Video Card Description,NVIDIA GeForce GT 630,-0.0001,0.0016
2021-05-01,Video Card Description,NVIDIA GeForce GT 710,0.0001,0.0036
2021-05-01,Video Card Description,NVIDIA GeForce GT 720M,-0.0001,0.003
2021-05-01,Video Card Description,NVIDIA GeForce GT 730,0.0,0.0047
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1050,-0.0005,0.0394
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1050 Ti,-0.0013,0.0649
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1060,-0.0032,0.0865
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1070,-0.0001,0.0318
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1070 Ti,-0.0003,0.0087
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1080,0.0,0.0192
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1080 Ti,-0.0004,0.012
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1650,0.0009,0.0545
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1650 SUPER,0.0004,0.0102
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1650 Ti,0.0007,0.0118
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1660,-0.0008,0.0173
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1660 SUPER,0.0002,0.0249
2021-05-01,Video Card Description,NVIDIA GeForce GTX 1660 Ti,-0.0006,0.0312
2021-05-01,Video Card Description,NVIDIA GeForce GTX 650,-0.0001,0.0026
2021-05-01,Video Card Description,NVIDIA GeForce GTX 660,0.0,0.0027
2021-05-01,Video Card Description,NVIDIA GeForce GTX 750,0.0,0.003
2021-05-01,Video Card Description,NVIDIA GeForce GTX 750 Ti,-0.0004,0.0101
2021-05-01,Video Card Description,NVIDIA GeForce GTX 760,0.0001,0.003
2021-05-01,Video Card Description,NVIDIA GeForce GTX 770,0.0,0.0016
2021-05-01,Video Card Description,NVIDIA GeForce GTX 950,-0.0001,0.0037
2021-05-01,Video Card Description,NVIDIA GeForce GTX 950M,-0.0003,0.0041
2021-05-01,Video Card Description,NVIDIA GeForce GTX 960,-0.0004,0.0117
2021-05-01,Video Card Description,NVIDIA GeForce GTX 960M,-0.0002,0.0067
2021-05-01,Video Card Description,NVIDIA GeForce GTX 970,-0.0002,0.015
2021-05-01,Video Card Description,NVIDIA GeForce GTX 970M,-0.0001,0.0016
2021-05-01,Video Card Description,NVIDIA GeForce GTX 980,0.0001,0.0031
2021-05-01,Video Card Description,NVIDIA GeForce GTX 980 Ti,-0.0001,0.0027
2021-05-01,Video Card Description,NVIDIA GeForce MX110,0.0,0.0028
2021-05-01,Video Card Description,NVIDIA GeForce MX130,0.0,0.0025
2021-05-01,Video Card Description,NVIDIA GeForce MX150,-0.0001,0.0046
2021-05-01,Video Card Description,NVIDIA GeForce MX250,-0.0001,0.0041
2021-05-01,Video Card Description,NVIDIA GeForce MX350,0.0,0.0019
2021-05-01,Video Card Description,NVIDIA GeForce RTX 2060,-0.001,0.0483
2021-05-01,Video Card Description,NVIDIA GeForce RTX 2060 SUPER,-0.0003,0.0139
2021-05-01,Video Card Description,NVIDIA GeForce RTX 2070,-0.0001,0.0169
2021-05-01,Video Card Description,NVIDIA GeForce RTX 2070 SUPER,-0.0001,0.0236
2021-05-01,Video Card Description,NVIDIA GeForce RTX 2070 with Max-Q Design,-0.0001,0.003
2021-05-01,Video Card Description,NVIDIA GeForce RTX 2080,-0.0002,0.0081
2021-05-01,Video Card Description,NVIDIA GeForce RTX 2080 SUPER,0.0001,0.0088
2021-05-01,Video Card Description,NVIDIA GeForce RTX 2080 Ti,-0.0001,0.0076
2021-05-01,Video Card Description,NVIDIA GeForce RTX 3060,0.001,0.0026
2021-05-01,Video Card Description,NVIDIA GeForce RTX 3060 Laptop GPU,0.002,0.002
2021-05-01,Video Card Description,NVIDIA GeForce RTX 3060 Ti,0.0001,0.0039
2021-05-01,Video Card Description,NVIDIA GeForce RTX 3070,0.0009,0.0142
2021-05-01,Video Card Description,NVIDIA GeForce RTX 3080,0.0004,0.0086
2021-05-01,Video Card Description,NVIDIA GeForce RTX 3090,0.0,0.0036
2021-06-01,Video Card Description,NVIDIA GeForce 840M,-0.0002,0.0017
2021-06-01,Video Card Description,NVIDIA GeForce 920M,-0.0001,0.002
2021-06-01,Video Card Description,NVIDIA GeForce 920MX,-0.0002,0.0016
2021-06-01,Video Card Description,NVIDIA GeForce 940M,-0.0005,0.0055
2021-06-01,Video Card Description,NVIDIA GeForce GT 1030,0.0003,0.0071
2021-06-01,Video Card Description,NVIDIA GeForce GT 630,0.0001,0.0017
2021-06-01,Video Card Description,NVIDIA GeForce GT 710,0.0003,0.0039
2021-06-01,Video Card Description,NVIDIA GeForce GT 720M,0.0,0.003
2021-06-01,Video Card Description,NVIDIA GeForce GT 730,0.0002,0.0049
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1050,-0.0032,0.0362
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1050 Ti,-0.0022,0.0627
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1060,0.0094,0.0959
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1070,-0.0041,0.0277
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1070 Ti,-0.0003,0.0084
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1080,-0.0015,0.0177
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1080 Ti,-0.0017,0.0103
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1650,-0.0001,0.0544
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1650 SUPER,-0.0007,0.0095
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1650 Ti,0.001,0.0128
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1660,0.0031,0.0204
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1660 SUPER,-0.0006,0.0243
2021-06-01,Video Card Description,NVIDIA GeForce GTX 1660 Ti,-0.0015,0.0297
2021-06-01,Video Card Description,NVIDIA GeForce GTX 650,0.0,0.0026
2021-06-01,Video Card Description,NVIDIA GeForce GTX 660,-0.0003,0.0024
2021-06-01,Video Card Description,NVIDIA GeForce GTX 750,-0.0001,0.0029
2021-06-01,Video Card Description,NVIDIA GeForce GTX 750 Ti,0.0003,0.0104
2021-06-01,Video Card Description,NVIDIA GeForce GTX 760,-0.0004,0.0026
2021-06-01,Video Card Description,NVIDIA GeForce GTX 950,0.0003,0.004
2021-06-01,Video Card Description,NVIDIA GeForce GTX 950M,-0.0003,0.0038
2021-06-01,Video Card Description,NVIDIA GeForce GTX 960,0.0007,0.0124
2021-06-01,Video Card Description,NVIDIA GeForce GTX 960M,-0.0008,0.0059
2021-06-01,Video Card Description,NVIDIA GeForce GTX 970,-0.0022,0.0128
2021-06-01,Video Card Description,NVIDIA GeForce GTX 980,-0.0005,0.0026
2021-06-01,Video Card Description,NVIDIA GeForce GTX 980 Ti,-0.0004,0.0023
2021-06-01,Video Card Description,NVIDIA GeForce MX110,-0.0001,0.0027
2021-06-01,Video Card Description,NVIDIA GeForce MX130,-0.0001,0.0024
2021-06-01,Video Card Description,NVIDIA GeForce MX150,-0.0002,0.0044
2021-06-01,Video Card Description,NVIDIA GeForce MX230,0.0015,0.0015
2021-06-01,Video Card Description,NVIDIA GeForce MX250,0.0003,0.0044
2021-06-01,Video Card Description,NVIDIA GeForce MX350,0.0002,0.0021
2021-06-01,Video Card Description,NVIDIA GeForce RTX 2060,0.0098,0.0581
2021-06-01,Video Card Description,NVIDIA GeForce RTX 2060 SUPER,0.0,0.0139
2021-06-01,Video Card Description,NVIDIA GeForce RTX 2070,0.002,0.0189
2021-06-01,Video Card Description,NVIDIA GeForce RTX 2070 SUPER,-0.0009,0.0227
2021-06-01,Video Card Description,NVIDIA GeForce RTX 2070 with Max-Q Design,-0.0001,0.0029
2021-06-01,Video Card Description,NVIDIA GeForce RTX 2080,0.0005,0.0086
2021-06-01,Video Card Description,NVIDIA GeForce RTX 2080 SUPER,0.0,0.0088
2021-06-01,Video Card Description,NVIDIA GeForce RTX 2080 Ti,-0.0011,0.0065
2021-06-01,Video Card Description,NVIDIA GeForce RTX 3060,0.0026,0.0052
2021-06-01,Video Card Description,NVIDIA GeForce RTX 3060 Laptop GPU,0.0031,0.0051
2021-06-01,Video Card Description,NVIDIA GeForce RTX 3060 Ti,-0.0004,0.0035
2021-06-01,Video Card Description,NVIDIA GeForce RTX 3070,0.0006,0.0148
2021-06-01,Video Card Description,NVIDIA GeForce RTX 3070 Laptop GPU,0.0019,0.0019
2021-06-01,Video Card Description,NVIDIA GeForce RTX 3080,-0.0005,0.0081
2021-06-01,Video Card Description,NVIDIA GeForce RTX 3090,-0.0002,0.0034
2021-07-01,Video Card Description,NVIDIA GeForce 840M,0.0,0.0017
2021-07-01,Video Card Description,NVIDIA GeForce 920M,0.0,0.002
2021-07-01,Video Card Description,NVIDIA GeForce 920MX,0.0001,0.0017
2021-07-01,Video Card Description,NVIDIA GeForce 940M,0.0,0.0055
2021-07-01,Video Card Description,NVIDIA GeForce GT 1030,0.0003,0.0074
2021-07-01,Video Card Description,NVIDIA GeForce GT 630,0.0001,0.0018
2021-07-01,Video Card Description,NVIDIA GeForce GT 710,0.0003,0.0042
2021-07-01,Video Card Description,NVIDIA GeForce GT 720M,0.0002,0.0032
2021-07-01,Video Card Description,NVIDIA GeForce GT 730,0.0005,0.0054
2021-07-01,Video Card Description,NVIDIA GeForce GTX 1050,0.0,0.0362
2021-07-01,Video Card Description,NVIDIA GeForce GTX 1050 Ti,-0.0005,0.0622
2021-07-01,Video Card Description,NVIDIA GeForce GTX 1060,-0.0069,0.089
2021-07-01,Video Card Description,NVIDIA GeForce GTX 1070,-0.0005,0.0272
2021-07-01,Video Card Description,NVIDIA GeForce GTX 1070 Ti,-0.0004,0.008
2021-07-01,Video Card Description,NVIDIA GeForce GTX 1080,-0.0014,0.0163
2021-07-01,Video Card Description,NVIDIA GeForce GTX 1080 Ti,-0.0004,0.0099
2021-07-01,Video Card Description,NVIDIA GeForce GTX 1650,0.0,0.0544
